performance_tier,network_bandwidth,client_name,i_reliability,i_performance_factor,cpu,ram,expected_execution_time,data_ratio,discrepancy_level
0,7.84,respectful-repeat,0.25944,0.89,16,64,40,0.00022351214748608705,0.3999480815835926
0,19.07,jellied-layout,0.04909,0.86,16,64,40,0.00035766378362605,0.3910996453001589
0,0.1,jet-commander,0.01174,1.01,16,64,40,1.9291227015168225e-05,0.3679554595519176
1,21.28,easy-walnut,0.06689,1.11,4,16,160,0.0001470124541500751,0.2219656215297479
0,24.85,average-inversion,0.00438,1.3,16,64,40,1.286081801011215e-05,0.4272362068835532
2,15.95,topped-credits,0.37258,0.69,8,32,80,0.00023637296549619918,0.3057639835079819
1,8.47,grilled-kudos,0.20856,1.26,4,16,160,0.00032573347684232326,0.4374673229484037
2,30.3,metal-burger,0.02581,0.8,8,32,80,0.00023637296549619918,0.3012560563541151
1,21.08,lively-continent,0.02565,0.39,4,16,160,0.00028116409029003807,0.2900159185312343
2,14.36,distinct-sail,0.06237,1.16,8,32,80,1.286081801011215e-05,0.5467110881387738
1,13.79,oscillating-controller,0.04895,0.94,4,16,160,0.00035766378362605,0.2914416507139543
0,24.19,diachronic-ragdoll,0.11619,1.42,16,64,40,0.0002683032722799259,0.1500860739522004
2,5.86,caramelized-sherry,0.05617,0.93,8,32,80,0.00040245490841988885,0.5532635037233734
0,0.0,bitter-residual,0.02404,1.11,16,64,40,0.00033859429485243544,0.4990031083161496
1,27.16,chocolate-embed,0.0605,1.14,4,16,160,4.479112479383887e-05,0.362286418458384
2,25.68,pointed-gizmo,0.4352,1.46,8,32,80,8.958224958767774e-05,0.4697976124323886
0,19.37,pure-cabana,0.03382,0.87,16,64,40,2.57216360202243e-05,0.2396750305173826
0,17.78,hard-myth,0.04997,0.72,16,64,40,0.0001853731699388579,0.3382990779905416
1,11.99,small-viper,0.0008,1.3,4,16,160,0.00010865173836129231,0.5567616136849903
1,5.22,brutal-signature,0.26838,0.98,4,16,160,1.9291227015168225e-05,0.5013703560003926
0,29.42,rigid-sandwich,0.26167,0.99,16,64,40,1.286081801011215e-05,0.3988540152959198
2,11.42,dyadic-peach,0.10474,0.88,8,32,80,0.0002938031700585965,0.2776531480065101
1,9.94,primary-metrics,0.00775,1.15,4,16,160,9.579092035118016e-05,0.4171593789111192
1,32.99,vintage-pelican,0.12947,1.22,4,16,160,3.83607157887828e-05,0.3650775082413735
1,31.99,perpendicular-head,0.05853,0.79,4,16,160,0.0003769550106412182,0.3602099961522965
2,26.36,poached-period,0.00997,1.17,8,32,80,0.00038316368140472063,0.2621681296447565
0,17.32,watery-survey,0.00759,1.03,16,64,40,0.00039602449941483276,0.3851231634001236
1,10.05,charcoal-dam,0.01136,1.12,4,16,160,0.0001853731699388579,0.5079783303893673
0,17.76,brute-bucket,0.29559,1.29,16,64,40,0.00017251235192874574,0.41929664727316
2,11.43,clean-branch,0.27824,0.82,8,32,80,3.193030678372672e-05,0.691260457776649
1,20.82,crunchy-cube,0.23342,1.09,4,16,160,0.00017251235192874574,0.398357914772771
0,17.53,arctic-bleed,0.30521,1.14,16,64,40,1.286081801011215e-05,0.282435868250065
1,3.97,kind-layer,0.13182,0.61,4,16,160,0.00023637296549619918,0.2821196689338487
1,22.27,free-rest,0.02465,0.99,4,16,160,0.00039602449941483276,0.2421310800837836
0,27.94,cold-deadline,0.0436,0.83,16,64,40,0.00013415163613996294,0.305282166044349
2,24.31,pleasant-singularity,0.14186,1.0,8,32,80,0.00032573347684232326,0.4162183658998318
1,8.53,mild-page,0.26546,1.02,4,16,160,0.0003769550106412182,0.3891484541294469
2,17.4,piquant-sycamore,0.04965,1.12,8,32,80,1.286081801011215e-05,0.3468860085237062
0,24.06,amortized-rent,0.21253,1.2,16,64,40,0.0003895940904097767,0.4875155917421828
0,30.58,toasted-contour,0.03092,1.12,16,64,40,7.029102257250952e-05,0.3167857846329078
0,28.42,inventive-buyer,0.01919,1.32,16,64,40,0.0002873727610535405,0.3403248199672284
1,10.55,genteel-barracuda,0.06619,0.79,4,16,160,7.029102257250952e-05,0.4697430291286032
2,7.82,minty-issue,0.00473,1.08,8,32,80,0.00040245490841988885,0.5037031394449348
2,31.76,caramel-sea,0.12877,0.96,8,32,80,1.286081801011215e-05,0.328354592733619
1,16.33,median-bassoon,0.06376,1.21,4,16,160,0.0003705246016361621,0.3446272440537196
2,20.59,oily-bird,0.01716,1.07,8,32,80,0.00039602449941483276,0.3333035411895994
0,13.06,amber-varnish,0.04015,1.26,16,64,40,2.57216360202243e-05,0.4578857443769263
2,24.04,largo-accelerometer,0.02712,1.05,8,32,80,1.286081801011215e-05,0.3103028750899724
0,26.0,salty-sound,0.07612,0.8,16,64,40,0.0003705246016361621,0.5019200316329394
0,30.64,forgiving-sortie,0.06372,1.11,16,64,40,0.0003066639880687087,0.4339400568758246
2,12.98,large-puffin,0.04469,0.98,8,32,80,0.00012151255637140446,0.4177252191993326
2,24.41,senior-segue,0.00897,1.2,8,32,80,0.00033216388584737935,0.5581230758020594
2,7.57,coal-filter,0.14217,0.72,8,32,80,0.000274733681284982,0.3709661667871099
0,16.65,silver-mercury,0.00356,0.85,16,64,40,1.286081801011215e-05,0.3516998920038282
2,13.43,odious-cloud,0.25773,1.16,8,32,80,0.00024923378350631133,0.3576156630515366
1,16.93,local-infrared,0.0398,1.18,4,16,160,0.00035766378362605,0.2600451853043631
2,34.45,poky-margin,0.22175,0.83,8,32,80,1.286081801011215e-05,0.545832252560835
1,8.67,courtly-locus,0.02637,0.72,4,16,160,1.286081801011215e-05,0.2748670324308302
0,33.06,jellied-deck,0.13648,1.03,16,64,40,0.0003512333746209939,0.3813542959823933
2,41.62,equidistant-editor,0.0378,0.85,8,32,80,0.0001853731699388579,0.4569394964065433
0,1.77,generative-yeast,0.11479,1.06,16,64,40,7.029102257250952e-05,0.3957261593249658
1,11.32,mute-barbette,0.02211,1.11,4,16,160,3.83607157887828e-05,0.3954030112720081
2,12.48,citric-hatchback,0.27237,0.99,8,32,80,0.00033216388584737935,0.3319423367903766
0,24.06,yummy-quay,0.32887,0.87,16,64,40,0.00025544245426981375,0.545606280155868
2,18.86,genteel-mandrill,0.19145,1.23,8,32,80,0.00019801224970741638,0.4335500279955337
2,16.64,regional-energy,0.03912,1.05,8,32,80,3.83607157887828e-05,0.2413551873186878
0,20.99,savage-outline,0.02065,0.87,16,64,40,0.0003705246016361621,0.4054165688781653
0,7.8,binary-area,0.4068,0.96,16,64,40,4.479112479383887e-05,0.2319282585270538
2,19.86,crispy-lumen,0.09214,0.89,8,32,80,0.0003895940904097767,0.3849120337856465
0,21.51,principal-order,0.10978,1.05,16,64,40,3.83607157887828e-05,0.4067004324140908
0,12.85,charitable-grunt,0.02661,1.31,16,64,40,7.029102257250952e-05,0.1682557755438412
0,26.89,natural-monitor,0.02299,0.58,16,64,40,0.000274733681284982,0.3570355955353371
1,24.02,regional-shot,0.00508,0.79,4,16,160,0.00012151255637140446,0.3040055250251461
0,33.7,smart-eel,0.1926,0.87,16,64,40,0.0001534428631551312,0.387818407057258
0,0.0,quantum-budget,0.06974,0.64,16,64,40,0.0003640941926311061,0.3679648191256548
0,32.26,buoyant-comptroller,0.04488,1.19,16,64,40,1.9291227015168225e-05,0.439164113187707
2,10.72,brute-force-core,0.16034,1.24,8,32,80,0.00040245490841988885,0.3674453446912938
2,0.0,legato-jamb,0.05717,1.32,8,32,80,0.0003640941926311061,0.2529806886556492
0,23.49,woolen-daemon,0.01859,0.92,16,64,40,0.00028116409029003807,0.3607753592312976
0,1.92,grizzled-south,0.0234,1.18,16,64,40,0.00040245490841988885,0.4252750276062483
1,10.74,savory-equator,0.04733,0.97,4,16,160,0.0001470124541500751,0.2909314296517534
0,6.94,shortest-source,0.02358,1.18,16,64,40,2.57216360202243e-05,0.2725129704400792
1,16.0,plum-log,0.20934,0.8,4,16,160,0.00021730347672258463,0.5748067225156576
0,41.28,thundering-melon,0.0597,1.16,16,64,40,0.00038316368140472063,0.4694604777332206
0,19.18,free-deadline,0.01523,1.02,16,64,40,0.00039602449941483276,0.3212134087559523
0,43.52,concrete-corona,0.14987,0.65,16,64,40,5.765194280395102e-05,0.2457046928890661
1,4.66,juvenile-model,0.02665,1.15,4,16,160,5.122153379889495e-05,0.3515079999983299
1,4.69,wicker-agate,0.22154,1.03,4,16,160,8.315184058262166e-05,0.5000722456936665
2,34.01,steamed-cape,0.03572,1.07,8,32,80,1.9291227015168225e-05,0.5090193006701897
1,18.3,respectful-camera,0.04235,1.08,4,16,160,0.00019158184070236031,0.3491151052396422
1,20.92,angry-biscuit,0.01588,0.86,4,16,160,0.00016608194292368967,0.5647972235514578
1,38.87,sweet-freighter,0.25741,1.2,4,16,160,0.00040245490841988885,0.4522454284304252
1,23.1,happy-sledder,0.0795,1.03,4,16,160,0.00032573347684232326,0.3361193340165394
2,15.32,wide-value,0.3103,0.77,8,32,80,1.286081801011215e-05,0.2553854955956242
1,22.6,syrupy-road,0.17738,0.95,4,16,160,1.286081801011215e-05,0.5167587555343599
1,19.11,radioactive-pocket,0.00678,0.89,4,16,160,0.0002299425564911431,0.302747735076076
2,22.09,visible-east,0.20709,1.21,8,32,80,0.0001470124541500751,0.2480901510688534
2,33.51,bordeaux-motor,0.34419,0.95,8,32,80,0.0003705246016361621,0.2961724488290057
2,45.2,citric-generator,0.10344,0.86,8,32,80,1.9291227015168225e-05,0.5363211876490942
0,18.67,complex-curve,0.04568,1.31,16,64,40,7.67214315775656e-05,0.5238262047496978
2,26.88,coped-coastie,0.11899,0.88,8,32,80,1.286081801011215e-05,0.2714111153659183
1,20.17,sparse-sage,0.05315,1.01,4,16,160,0.00035766378362605,0.43952381160226
1,24.53,libretto-cellulose,0.1238,0.78,4,16,160,0.00028116409029003807,0.3496433026034008
0,31.48,simple-inlet,0.01077,1.07,16,64,40,6.386061356745344e-05,0.4120088200756642
2,22.62,helpful-trumpet,0.01243,0.79,8,32,80,7.029102257250952e-05,0.2993987673249167
0,15.57,objective-post,0.04286,0.83,16,64,40,0.0002938031700585965,0.3415055896694207
1,4.03,late-level,0.12912,1.0,4,16,160,0.0001596515339186336,0.4789516418206734
1,26.52,light-estuary,0.14759,1.24,4,16,160,0.0002683032722799259,0.4353401221735675
0,31.08,tall-rum,0.1097,0.83,16,64,40,0.0001470124541500751,0.3092767480697229
2,20.96,shy-ray,0.12577,1.17,8,32,80,0.00023637296549619918,0.3830243751442539
0,8.95,free-alternator,0.00561,0.98,16,64,40,0.00023637296549619918,0.3608462961763189
2,23.88,juicy-pitch,0.07583,0.99,8,32,80,0.00040245490841988885,0.4455477971847321
0,20.51,crazy-atmosphere,0.21661,1.19,16,64,40,0.00040245490841988885,0.3587715730896006
1,31.83,ragged-sesame,0.08906,0.93,4,16,160,0.00022351214748608705,0.1829753716799281
0,15.04,obnoxious-scenario,0.01953,1.66,16,64,40,0.00012772122713490688,0.1607788658075249
1,12.44,sunny-text,0.09805,1.23,4,16,160,0.00019801224970741638,0.3286767142771877
2,22.24,freezing-list,0.1597,0.97,8,32,80,7.029102257250952e-05,0.5088150300010024
0,8.05,tangy-boxer,0.30408,0.89,16,64,40,0.00024923378350631133,0.5119074865320323
1,11.23,cautious-screed,0.06545,1.07,4,16,160,0.0001470124541500751,0.3052523948806791
0,16.78,blocking-inertia,0.32315,0.94,16,64,40,7.029102257250952e-05,0.4218322236964709
1,22.49,calm-scene,0.38035,1.24,4,16,160,0.00019158184070236031,0.5297481516668966
0,26.29,agile-chart,0.18972,1.0,16,64,40,1.286081801011215e-05,0.4084685956418305
2,13.19,rosy-body,0.05248,1.03,8,32,80,0.00012151255637140446,0.4653860435189285
0,39.3,careful-bearing,0.07781,0.73,16,64,40,0.00033216388584737935,0.2316769338412933
2,11.74,brute-goose,0.19671,1.06,8,32,80,1.286081801011215e-05,0.3432326906715069
0,28.44,oblique-bulldozer,0.09627,1.02,16,64,40,0.0003066639880687087,0.7596998415925685
2,21.67,sophisticated-octave,0.1593,1.33,8,32,80,0.00025544245426981375,0.4123012559255388
0,31.06,gravitational-world,0.06879,0.94,16,64,40,0.00025544245426981375,0.3765699728135377
1,8.22,tough-goldfinch,0.02733,0.96,4,16,160,0.0002683032722799259,0.3067934047150744
2,11.2,concentric-velvet,0.03019,1.06,8,32,80,0.00010222132935623624,0.2203733472446376
1,18.68,cheerful-router,0.07548,0.98,4,16,160,7.029102257250952e-05,0.3024200439119798
1,1.91,optimal-layer,0.01073,0.67,4,16,160,1.9291227015168225e-05,0.1766666473074943
1,10.65,rosy-seed,0.16658,0.81,4,16,160,0.0003895940904097767,0.3745500310570829
2,10.86,future-sonata,0.07299,0.98,8,32,80,0.0001534428631551312,0.3470991431583566
0,28.71,fancy-bamboo,0.10788,1.04,16,64,40,1.286081801011215e-05,0.292059113062836
0,15.05,linear-interval,0.02779,1.63,16,64,40,0.00010865173836129231,0.393696140183112
2,28.78,celeste-batter,0.0338,0.9,8,32,80,0.00033216388584737935,0.4952556205033202
1,26.6,jolly-archive,0.0688,0.94,4,16,160,0.00012151255637140446,0.5163434508430285
1,5.88,smart-moss,0.31279,1.44,4,16,160,0.00038316368140472063,0.6322624778873651
0,7.23,right-destination,0.08141,0.88,16,64,40,1.286081801011215e-05,0.3413007886314254
1,21.36,baked-tower,0.06047,0.57,4,16,160,0.00013415163613996294,0.5003577261029714
2,13.08,dry-venture,0.16507,0.8,8,32,80,0.00019801224970741638,0.3086306268978994
0,29.67,humongous-diver,0.06106,0.63,16,64,40,0.00023637296549619918,0.685802805788218
0,34.95,buoyant-taxi,0.03377,0.96,16,64,40,1.286081801011215e-05,0.3234752540863597
0,30.31,canary-encumbrance,0.28108,0.74,16,64,40,1.286081801011215e-05,0.4455735098147134
2,11.44,wan-glove,0.00944,1.06,8,32,80,0.00016608194292368967,0.4376618824244307
0,20.64,amortized-bullet,0.00361,0.81,16,64,40,0.00035766378362605,0.32786215896038
0,8.9,coral-vault,0.17154,0.71,16,64,40,5.765194280395102e-05,0.4015710994321912
0,20.08,concave-plaid,0.08765,1.01,16,64,40,1.286081801011215e-05,0.4021303711422482
1,29.2,plain-universe,0.04102,1.1,4,16,160,0.00019801224970741638,0.3279500420158414
0,34.73,tough-tincan,0.0137,0.95,16,64,40,1.9291227015168225e-05,0.2601600807857348
2,17.54,vivid-kite,0.23358,0.96,8,32,80,0.00019158184070236031,0.4204510475736661
1,12.18,messy-vocal,0.21794,1.07,4,16,160,0.0002683032722799259,0.3737673984228444
0,26.1,blocky-tin,0.22646,1.04,16,64,40,0.00033859429485243544,0.6126055022468766
2,36.5,warped-condominium,0.09285,0.99,8,32,80,0.00040245490841988885,0.2504471842820477
1,36.42,bounded-aroma,0.09431,1.17,4,16,160,8.315184058262166e-05,0.3635837893077643
0,22.24,chamfered-tank,0.03714,0.84,16,64,40,3.193030678372672e-05,0.2195854742826136
1,14.0,frozen-queso,0.03408,0.78,4,16,160,1.286081801011215e-05,0.383035149738383
2,15.96,syrupy-agent,0.05475,1.13,8,32,80,4.479112479383887e-05,0.2185377751924141
1,31.23,quadratic-producer,0.2292,1.28,4,16,160,3.193030678372672e-05,0.4184017370078432
0,12.64,friendly-mandrill,0.02201,0.97,16,64,40,0.00040245490841988885,0.3907872466717478
2,32.35,acidic-bureau,0.00215,1.13,8,32,80,1.9291227015168225e-05,0.3013200962822066
1,33.92,warm-inversion,0.0192,1.19,4,16,160,2.57216360202243e-05,0.3785280332344321
1,36.14,minimum-rhombus,0.08201,0.82,4,16,160,0.00040245490841988885,0.3814501042947637
2,27.91,silver-market,0.08428,1.36,8,32,80,0.00019801224970741638,0.2667746003754516
1,40.53,loud-hall,0.00956,0.98,4,16,160,0.0003512333746209939,0.4324801631915755
2,24.37,speedy-column,0.01734,0.73,8,32,80,1.286081801011215e-05,0.3241637116873193
0,21.52,buoyant-miso,0.12136,1.19,16,64,40,0.00010222132935623624,0.5240478169098899
1,6.14,jolly-adapter,0.03808,0.9,4,16,160,4.479112479383887e-05,0.5035629362547739
2,10.19,affable-reflection,0.00283,1.1,8,32,80,0.00039602449941483276,0.3518504269395956
0,10.0,soft-refresh,0.10435,0.81,16,64,40,7.67214315775656e-05,0.487722465311128
0,20.14,mute-source,0.19945,0.86,16,64,40,0.0003895940904097767,0.2584831267168511
1,19.76,thundering-marsh,0.24885,0.98,4,16,160,0.00011508214736634838,0.503418886343955
1,43.28,raw-mythology,0.02255,0.73,4,16,160,2.57216360202243e-05,0.4116704713304777
0,20.86,golden-mullion,0.01811,1.48,16,64,40,0.0002938031700585965,0.5303093908782593
2,11.98,chalky-shim,0.17057,0.92,8,32,80,0.00039602449941483276,0.4505097828173837
2,30.94,strong-duck,0.01532,0.32,8,32,80,0.00022351214748608705,0.3430031547828339
0,11.41,irregular-turret,0.07747,0.92,16,64,40,0.00010865173836129231,0.2814896659713348
0,13.38,acyclic-polarization,0.07405,1.03,16,64,40,0.0002873727610535405,0.2947466259867239
1,29.86,citric-brownstone,0.00422,0.87,4,16,160,0.00040245490841988885,0.3661325916949977
0,21.01,calm-instrument,0.05923,0.96,16,64,40,0.0001534428631551312,0.2762277254832436
0,15.21,balanced-carrier,0.17066,1.27,16,64,40,1.286081801011215e-05,0.2887811239023729
1,10.5,poached-record,0.15982,0.89,4,16,160,0.00012772122713490688,0.2729984887325214
2,21.55,blistering-melee,0.16588,1.12,8,32,80,0.0003130943970737648,0.2712360458601545
0,6.75,azure-pit,0.08677,1.08,16,64,40,0.00019801224970741638,0.2978588140554052
1,35.3,chewy-distance,0.1259,0.73,4,16,160,0.00014058204514501903,0.2062916626398101
2,30.84,ancient-flour,0.05175,0.77,8,32,80,6.386061356745344e-05,0.3030612469055596
1,4.81,great-coffee,0.00819,1.06,4,16,160,0.00040245490841988885,0.3587441816812904
0,9.75,obnoxious-service,0.10373,1.01,16,64,40,0.0003895940904097767,0.4640390191011334
0,5.61,piquant-database,0.06727,0.85,16,64,40,7.029102257250952e-05,0.1556836027804818
0,36.77,obnoxious-turkey,0.30291,0.89,16,64,40,1.286081801011215e-05,0.4477321046785868
2,36.44,adagio-meter,0.00412,0.99,8,32,80,0.00016608194292368967,0.593801972022045
2,21.02,bounded-commission,0.02417,1.09,8,32,80,0.00033859429485243544,0.3011803882469967
2,29.8,jumbo-shine,0.18853,1.29,8,32,80,1.286081801011215e-05,0.4068646565077695
1,4.98,planar-raid,0.02669,0.99,4,16,160,1.286081801011215e-05,0.3976734077439813
0,12.51,ternary-starter,0.0237,1.13,16,64,40,0.0003066639880687087,0.2045075667572222
2,26.02,orthogonal-exposure,0.06795,0.73,8,32,80,0.0003130943970737648,0.4423143837019529
0,3.94,little-seed,0.11272,0.84,16,64,40,0.0003640941926311061,0.2714942223514744
0,8.68,hushed-biography,0.08682,0.96,16,64,40,7.029102257250952e-05,0.4625474021173982
2,8.62,warped-skin,0.08104,0.69,8,32,80,0.00011508214736634838,0.4448004796926156
2,23.42,mechanical-house,0.17227,1.22,8,32,80,0.00040245490841988885,0.348186285483515
1,26.34,tomato-upstream,0.2331,0.88,4,16,160,0.00014058204514501903,0.4569576133646446
1,0.0,khaki-walk,0.01665,1.04,4,16,160,0.00012772122713490688,0.5518049107286254
0,19.78,rubbery-myth,0.20369,1.14,16,64,40,0.00012772122713490688,0.3247929220788103
0,13.98,latent-matrix,0.1242,1.02,16,64,40,1.286081801011215e-05,0.3271347905746513
0,24.85,thick-boat,0.00469,1.12,16,64,40,0.00010865173836129231,0.2987207241729019
2,33.31,oblique-cabin,0.00346,1.18,8,32,80,0.0003895940904097767,0.3890308875806795
1,0.0,steamed-appraisal,0.07633,1.1,4,16,160,8.315184058262166e-05,0.3720906029012409
0,19.77,complex-puck,0.18858,1.0,16,64,40,1.286081801011215e-05,0.4437684346391213
0,25.01,random-fencing,0.07316,1.19,16,64,40,1.286081801011215e-05,0.4283270447330106
2,12.3,bordeaux-bookshelf,0.16061,1.0,8,32,80,0.00028116409029003807,0.4417231972241874
0,17.56,gold-mesh,0.07083,1.11,16,64,40,0.00033859429485243544,0.4505311198313907
1,30.54,national-product,0.09641,0.8,4,16,160,0.0003705246016361621,0.3158658829492226
2,21.71,nutty-mullet,0.02725,0.97,8,32,80,0.00033859429485243544,0.3013166859137648
1,32.54,allegro-combustion,0.02237,1.06,4,16,160,0.00020444265871247247,0.3408544430664992
2,10.44,felt-parameter,0.21512,0.6,8,32,80,0.00025544245426981375,0.3456008094340823
2,16.92,oriented-attachment,0.09769,0.94,8,32,80,0.0001596515339186336,0.2452384145394002
0,30.1,seasoned-pica,0.0354,0.59,16,64,40,0.00024923378350631133,0.4675746900099134
2,28.34,parallel-firmware,0.01357,1.24,8,32,80,0.00020444265871247247,0.2938818969579836
2,18.42,spry-circle,0.01616,0.76,8,32,80,5.122153379889495e-05,0.3584710623470389
1,27.66,mild-pentagon,0.14937,1.01,4,16,160,0.0003705246016361621,0.2574515099700714
2,10.68,intractable-union,0.09674,0.85,8,32,80,0.0003895940904097767,0.354486891141499
2,12.47,graceful-pouch,0.0842,0.92,8,32,80,0.00039602449941483276,0.3431602761538124
0,8.91,regional-profile,0.04483,1.0,16,64,40,0.0003193030678372672,0.4823096283174923
1,36.26,cheerful-account,0.1021,0.8,4,16,160,0.0003640941926311061,0.3073827207243962
1,17.93,greasy-mall,0.50259,1.24,4,16,160,0.0003895940904097767,0.2689738274632115
1,5.46,brute-force-soil,0.03406,1.07,4,16,160,0.00033216388584737935,0.223706393567736
2,29.32,pure-blockade,0.16561,1.13,8,32,80,0.00039602449941483276,0.4355297397835404
2,34.12,minty-skunk,0.00918,0.87,8,32,80,0.0003705246016361621,0.3009899238728115
2,26.03,violent-oak,0.05643,1.26,8,32,80,5.122153379889495e-05,0.4400514007608935
1,17.69,pure-liberty,0.11522,0.77,4,16,160,3.83607157887828e-05,0.254821425038182
1,0.0,another-transform,0.03134,0.86,4,16,160,7.67214315775656e-05,0.2375131112372912
1,34.42,obnoxious-pseudonym,0.27744,1.11,4,16,160,0.00039602449941483276,0.2694830394828379
1,30.7,frosty-technician,0.00043,1.13,4,16,160,0.00039602449941483276,0.3224716694509381
2,22.11,closed-chest,0.09267,1.12,8,32,80,0.0002873727610535405,0.2667915886686248
